Instance,Algorithme,Seed,Score,Lambda,MaxEval,CPU-Used-Time (ms)
instances/atsp_rand_80_70.txt,sampled_walk_swap,56,2970,9,100000,348.879000
instances/atsp_rand_80_70.txt,sampled_walk_swap,57,3312,5,100000,665.785000
instances/atsp_rand_80_70.txt,sampled_walk_swap,57,3110,9,100000,353.642000
instances/atsp_rand_80_70.txt,sampled_walk_swap,58,3314,5,100000,682.970000
instances/atsp_rand_80_70.txt,sampled_walk_swap,58,2984,9,100000,352.700000
instances/atsp_rand_80_70.txt,sampled_walk_swap,59,3337,5,100000,680.499000
instances/atsp_rand_80_70.txt,sampled_walk_swap,59,3187,9,100000,375.644000
instances/atsp_rand_80_70.txt,sampled_walk_2opt,50,3225,5,100000,682.492000
instances/atsp_rand_80_70.txt,sampled_walk_2opt,50,3215,9,100000,350.787000
instances/atsp_rand_80_70.txt,sampled_walk_2opt,51,3141,5,100000,668.089000
instances/atsp_rand_80_70.txt,sampled_walk_2opt,51,3066,9,100000,353.766000
instances/atsp_rand_80_70.txt,sampled_walk_2opt,52,3289,5,100000,672.958000
instances/atsp_rand_80_70.txt,sampled_walk_2opt,52,3134,9,100000,373.417000
instances/atsp_rand_80_70.txt,sampled_walk_2opt,53,3179,5,100000,672.664000
instances/atsp_rand_80_70.txt,sampled_walk_2opt,53,2887,9,100000,349.310000
instances/atsp_rand_80_70.txt,sampled_walk_2opt,54,3361,5,100000,670.392000
instances/atsp_rand_80_70.txt,sampled_walk_2opt,54,2878,9,100000,354.968000
instances/atsp_rand_80_70.txt,sampled_walk_2opt,55,3127,5,100000,694.525000
instances/atsp_rand_80_70.txt,sampled_walk_2opt,55,2790,9,100000,365.552000
instances/atsp_rand_80_70.txt,sampled_walk_2opt,56,2957,5,100000,704.160000
instances/atsp_rand_80_70.txt,sampled_walk_2opt,56,3048,9,100000,351.596000
instances/atsp_rand_80_70.txt,sampled_walk_2opt,57,3216,5,100000,675.913000
instances/atsp_rand_80_70.txt,sampled_walk_2opt,57,3208,9,100000,358.709000
