Instance,Algorithme,Seed,Score,Lambda,MaxEval,CPU-Used-Time (ms)
instances/atsp_rand_60_100.txt,sampled_walk_2opt,53,3520,9,50000,128.051000
instances/atsp_rand_60_100.txt,sampled_walk_2opt,54,3758,5,50000,232.841000
instances/atsp_rand_60_100.txt,sampled_walk_2opt,54,3445,9,50000,119.727000
instances/atsp_rand_60_100.txt,sampled_walk_2opt,55,3632,5,50000,233.694000
instances/atsp_rand_60_100.txt,sampled_walk_2opt,55,3630,9,50000,120.420000
instances/atsp_rand_60_100.txt,sampled_walk_2opt,56,3648,5,50000,223.632000
instances/atsp_rand_60_100.txt,sampled_walk_2opt,56,3498,9,50000,115.897000
instances/atsp_rand_60_100.txt,sampled_walk_2opt,57,3807,5,50000,218.026000
instances/atsp_rand_60_100.txt,sampled_walk_2opt,57,3745,9,50000,119.357000
instances/atsp_rand_60_100.txt,sampled_walk_2opt,58,3660,5,50000,224.255000
instances/atsp_rand_60_100.txt,sampled_walk_2opt,58,3485,9,50000,114.569000
instances/atsp_rand_60_100.txt,sampled_walk_2opt,59,3617,5,50000,213.829000
instances/atsp_rand_60_100.txt,sampled_walk_2opt,59,3389,9,50000,111.067000
instances/atsp_rand_70_55.txt,sampled_walk_swap,50,2088,5,50000,297.668000
instances/atsp_rand_70_55.txt,sampled_walk_swap,50,1968,9,50000,150.820000
instances/atsp_rand_70_55.txt,sampled_walk_swap,51,1900,5,50000,283.946000
instances/atsp_rand_70_55.txt,sampled_walk_swap,51,1857,9,50000,151.010000
instances/atsp_rand_70_55.txt,sampled_walk_swap,52,1923,5,50000,290.200000
instances/atsp_rand_70_55.txt,sampled_walk_swap,52,1832,9,50000,162.076000
instances/atsp_rand_70_55.txt,sampled_walk_swap,53,1919,5,50000,308.211000
instances/atsp_rand_70_55.txt,sampled_walk_swap,53,1798,9,50000,156.085000
instances/atsp_rand_70_55.txt,sampled_walk_swap,54,1956,5,50000,295.600000
instances/atsp_rand_70_55.txt,sampled_walk_swap,54,1805,9,50000,152.230000
instances/atsp_rand_70_55.txt,sampled_walk_swap,55,1845,5,50000,302.149000
instances/atsp_rand_70_55.txt,sampled_walk_swap,55,1990,9,50000,156.064000
instances/atsp_rand_70_55.txt,sampled_walk_swap,56,2004,5,50000,300.343000
instances/atsp_rand_70_55.txt,sampled_walk_swap,56,1890,9,50000,155.696000
instances/atsp_rand_70_55.txt,sampled_walk_swap,57,1936,5,50000,295.630000
instances/atsp_rand_70_55.txt,sampled_walk_swap,57,1904,9,50000,162.800000
instances/atsp_rand_70_55.txt,sampled_walk_swap,58,2006,5,50000,302.737000
instances/atsp_rand_70_55.txt,sampled_walk_swap,58,2009,9,50000,154.174000
instances/atsp_rand_70_55.txt,sampled_walk_swap,59,1844,5,50000,290.962000
instances/atsp_rand_70_55.txt,sampled_walk_swap,59,1703,9,50000,151.012000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,50,2080,5,50000,305.494000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,50,1861,9,50000,158.575000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,51,1957,5,50000,297.659000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,51,1777,9,50000,154.509000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,52,1831,5,50000,293.387000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,52,1804,9,50000,159.417000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,53,1871,5,50000,301.377000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,53,1719,9,50000,153.780000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,54,1990,5,50000,293.094000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,54,1867,9,50000,155.639000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,55,1811,5,50000,311.204000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,55,1713,9,50000,160.164000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,56,1927,5,50000,302.037000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,56,2057,9,50000,155.422000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,57,1914,5,50000,294.610000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,57,1967,9,50000,159.163000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,58,1926,5,50000,299.809000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,58,2053,9,50000,153.988000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,59,1901,5,50000,294.849000
instances/atsp_rand_70_55.txt,sampled_walk_2opt,59,1831,9,50000,154.200000
instances/atsp_rand_70_100.txt,sampled_walk_swap,50,3457,5,50000,314.725000
instances/atsp_rand_70_100.txt,sampled_walk_swap,50,3202,9,50000,159.321000
instances/atsp_rand_70_100.txt,sampled_walk_swap,51,3755,5,50000,296.434000
instances/atsp_rand_70_100.txt,sampled_walk_swap,51,3617,9,50000,151.534000
instances/atsp_rand_70_100.txt,sampled_walk_swap,52,3746,5,50000,288.710000
instances/atsp_rand_70_100.txt,sampled_walk_swap,52,3681,9,50000,150.560000
instances/atsp_rand_70_100.txt,sampled_walk_swap,53,3664,5,50000,300.189000
instances/atsp_rand_70_100.txt,sampled_walk_swap,53,3595,9,50000,152.404000
instances/atsp_rand_70_100.txt,sampled_walk_swap,54,3656,5,50000,285.270000
instances/atsp_rand_70_100.txt,sampled_walk_swap,54,3632,9,50000,147.547000
instances/atsp_rand_70_100.txt,sampled_walk_swap,55,3588,5,50000,289.602000
instances/atsp_rand_70_100.txt,sampled_walk_swap,55,3890,9,50000,167.623000
instances/atsp_rand_70_100.txt,sampled_walk_swap,56,3609,5,50000,330.885000
instances/atsp_rand_70_100.txt,sampled_walk_swap,56,3465,9,50000,167.716000
instances/atsp_rand_70_100.txt,sampled_walk_swap,57,3324,5,50000,328.409000
instances/atsp_rand_70_100.txt,sampled_walk_swap,57,3400,9,50000,163.470000
instances/atsp_rand_70_100.txt,sampled_walk_swap,58,3966,5,5000
